id,proponente_id,projeto,setor,macrosetor,impacto-esperado,status,alcance geográfico,público-alvo
933,933,NavegaNobres,Educação,Educação,"Social, Científico",Em planejamento,Nacional,Empresas
934,934,TechSoup: Providing Technology Access to Nonprofit Organizations,"Tecnologia, Social",Tecnologia e Inovação,Social,Em andamento,Nacional,"Consumidores, Empresas e Governo"
935,935,CRISPR em Terapia de Doenças Hereditárias,Genética,Ciência e Pesquisa,Científico,Em andamento,Local,"Consumidores, Empresas e Governo"
936,936,Cidades Criativas,Urbanismo,Desenvolvimento Urbano e Infraestrutura,"Cultural, Social",Em andamento,Local,Funcionários
937,937,Campanha de Reflorestamento em Áreas Urbanas,Meio Ambiente,Meio Ambiente,Ambiental,Em planejamento,Nacional,"Consumidores, Empresas e Governo"
938,938,Programa de Incentivo à Biodiversidade em Áreas Urbanas,Meio Ambiente,Meio Ambiente,Ambiental,Em planejamento,Local,População
939,939,Campanha de Sensibilização para a Adoção de Energias Renováveis,Energia,Energia e Recursos,Ambiental,Em planejamento,Local,Funcionários e Empresas
940,940,DesarrolloHumano+,Educação,Educação,Social,Em andamento,Local,"Consumidores, Empresas e Governo"
941,941,TransformaMar,Meio Ambiente,Meio Ambiente,Ambiental,Em planejamento,Local,Funcionários e Empresas
942,942,ConexiónSolidaridad,Social,Serviços Sociais,Social,Em andamento,Local,Consumidores
943,943,SmartCity Mobility,TI,Tecnologia e Informação,Econômico,Em andamento,Nacional,"Consumidores, Empresas e Governo"
944,944,TERRA (Tecnologia e Educação para a Revitalização de Recursos Ambientais),Educação,Educação,"Ambiental, Científico",Em planejamento,Local,Consumidores
945,945,Alquimia da Ação,Desenvolvimento Sustentável,Sustentabilidade,"Ambiental, Social",Em andamento,Local,Consumidores e Empresas
946,946,RURAL (Reformas Únicas para Uso da Terra e Agricultura Local),Agricultura,Agricultura e Alimentação,"Ambiental, Econômico",Em andamento,Local,Funcionários
947,947,Flecha da Focalização,Desenvolvimento Pessoal,Educação,Social,Em planejamento,Local,Funcionários
948,948,Tech4Dev: Tecnologia para Desenvolvimento,Tecnologia para Desenvolvimento,Tecnologia e Inovação,"Econômico, Social",Em andamento,Local,Funcionários
949,949,DadosDiamante,TI,Tecnologia e Informação,"Econômico, Científico",Em planejamento,Nacional,Consumidores e Empresas
950,950,Projeto de Inovação na Sony,Tecnologia,Tecnologia e Inovação,"Científico, Econômico",Em andamento,Nacional,População
951,951,Projeto Esperança,Desenvolvimento Social,Desenvolvimento Comunitário,Social,Em andamento,Local,Empresas
952,952,Inclusão Produtiva,Social,Serviços Sociais,Econômico,Em andamento,Local,Funcionários
953,953,EmpowerTech: Capacitação em Tecnologia para Mulheres,Educação,Educação,Econômico,Em andamento,Nacional,Funcionários
954,954,Urgências Urbanas,Urbanismo,Desenvolvimento Urbano e Infraestrutura,"Social, Econômico",Em andamento,Nacional,Funcionários
955,955,FutureTransit Hubs,TI,Tecnologia e Informação,Econômico,Em andamento,Local,Funcionários e Empresas
956,956,Ciência Verde,Ciência Ambiental,Meio Ambiente,"Ambiental, Científico",Em andamento,Nacional,População
957,957,Project Harmony: Diálogo e Cooperação Inter-religiosa,Desenvolvimento Comunitário,Desenvolvimento Comunitário,Social,Em planejamento,Local,Funcionários
958,958,Campanha de Sensibilização para o Uso Consciente de Energia em Residências,Sustentabilidade,Sustentabilidade,"Ambiental, Social",Em andamento,Local,População
959,959,AscendAção,Desenvolvimento Pessoal,Educação,Social,Em planejamento,Local,"Consumidores, Empresas e Governo"
960,960,Dionísio Digital,Tecnologia,Tecnologia e Inovação,"Econômico, Cultural",Em andamento,Local,Consumidores e Empresas
961,961,SustentaEducação,Educação,Educação,Social,Em planejamento,Nacional,População
962,962,EmpreendeJovem,Empreendedorismo Juvenil,Educação,"Econômico, Social",Em planejamento,Local,Funcionários
963,963,Operações Otimizadas,Negócios,Desenvolvimento Econômico e Empresarial,Econômico,Em andamento,Local,População
964,964,Ações de Promoção da Diversidade e Inclusão em Ambientes Corporativos,Recursos Humanos,Gestão e Recursos Humanos,Social,Em andamento,Nacional,Consumidores e Empresas
965,965,Ponte para o Futuro,Desenvolvimento Social,Desenvolvimento Comunitário,"Social, Econômico",Em planejamento,Local,População
966,966,Projeto de Implantação de Sistemas de Coleta Seletiva em Condomínios Residenciais,Sustentabilidade,Sustentabilidade,"Ambiental, Social",Em andamento,Local,População
967,967,Biologia Sintética Aplicada,Biologia Sintética,Engenharia,Científico,Em planejamento,Local,Funcionários e Empresas
968,968,Ações de Bem-Estar na SaúdeMais,Saúde,Saúde e Bem-estar,Social,Em planejamento,Local,Funcionários e Empresas
969,969,Campanha de Conscientização sobre Consumo Consciente de Moda,Sustentabilidade,Sustentabilidade,"Social, Ambiental",Em planejamento,Local,Empresas
970,970,Iniciativa de Redução do Desperdício de Alimentos em Eventos Corporativos,Sustentabilidade,Sustentabilidade,"Ambiental, Social",Em andamento,Nacional,Funcionários
971,971,TransformaAlimentação,Alimentação,Agricultura e Alimentação,"Econômico, Ambiental",Em planejamento,Local,Empresas
972,972,Leap,Tecnologia,Tecnologia e Inovação,"Econômico, Científico",Em planejamento,Local,Funcionários e Empresas
973,973,Estudio de Clima Organizacional,Educação,Educação,Econômico,Em andamento,Local,População
974,974,Ações de Sensibilização sobre Direitos Humanos em Ambientes Corporativos,Social,Serviços Sociais,Social,Em andamento,Local,População
975,975,LíderesConscientes,Educação,Educação,Social,Em andamento,Local,Funcionários e Empresas
976,976,OtimizaOportunidades,Desenvolvimento de Carreira,Educação,Econômico,Em andamento,Local,População
977,977,Farol da Esperança,Saúde Mental,Saúde e Bem-estar,Social,Em planejamento,Local,Funcionários
978,978,Projeto de Redução de Desperdício de Água em Residências,Sustentabilidade,Sustentabilidade,"Ambiental, Social",Em planejamento,Nacional,Funcionários
979,979,Inovação em Liderança,Educação,Educação,Econômico,Em planejamento,Local,"Consumidores, Empresas e Governo"
980,980,Desenvolvimento de Vacinas com RNA,Biotecnologia,Engenharia,Científico,Em andamento,Local,Funcionários e Empresas
981,981,Ações de DE&I na Wacker,Social,Serviços Sociais,Social,Em planejamento,Local,Funcionários
982,982,Projeto de Feedback Construtivo,Recursos Humanos,Gestão e Recursos Humanos,Social,Em andamento,Nacional,População
983,983,Lift Off,Tecnologia,Tecnologia e Inovação,"Econômico, Científico",Em andamento,Nacional,"Consumidores, Empresas e Governo"
984,984,Iniciativa de Saúde e Segurança no Trabalho,"Saúde, Segurança do Trabalho",Saúde e Bem-estar,"Social, Econômico",Em planejamento,Local,Consumidores
985,985,Ações de Promoção da Saúde Mental em Instituições de Saúde Mental,Saúde,Saúde e Bem-estar,Social,Em andamento,Nacional,Consumidores e Empresas
986,986,Cometa da Criatividade,Cultural,Arte e Cultura,Cultural,Em planejamento,Local,Funcionários
987,987,Modelagem Climática Global,Climatologia,Meio Ambiente,"Científico, Ambiental",Em andamento,Nacional,"Consumidores, Empresas e Governo"
988,988,Tecnologia Segura,Tecnologia,Tecnologia e Inovação,"Econômico, Social",Em andamento,Local,Consumidores
989,989,Projeto de Diversidade na Mastercard,Social,Serviços Sociais,Social,Em andamento,Local,"Consumidores, Empresas e Governo"
990,990,Triumph,Desenvolvimento Pessoal,Educação,Social,Em andamento,Nacional,Funcionários e Empresas
991,991,ElectricFleet,Transporte Elétrico,Transporte e Tecnologia,"Ambiental, Econômico",Em andamento,Local,Consumidores
992,992,Parceria com ONGs para Preservação de Habitats de Animais Silvestres,Sustentabilidade,Sustentabilidade,Ambiental,Em andamento,Local,Funcionários e Empresas
993,993,Sabin Inclusivo: Promovendo a Ascensão Profissional de Lideranças Pretas,Social,Serviços Sociais,Social,Em andamento,Local,"Consumidores, Empresas e Governo"
994,994,Proyecto Esperanza+,Social,Serviços Sociais,Social,Em planejamento,Local,"Consumidores, Empresas e Governo"
995,995,Iniciativas Inovadoras,Tecnologia,Tecnologia e Inovação,"Econômico, Científico",Em andamento,Nacional,Funcionários
996,996,Escada para as Estrelas,Científico,Ciência e Pesquisa,Científico,Em planejamento,Local,População
997,997,EficiênciaEducativa,Educação,Educação,"Social, Econômico",Em andamento,Nacional,População
998,998,SmartFreight,TI,Tecnologia e Informação,Econômico,Em andamento,Local,Consumidores
999,999,Educação Digital,Educação Tecnológica,Tecnologia e Educação,Social,Em andamento,Local,Empresas
1000,1000,DesarrolloSostenible+,Sustentabilidade,Sustentabilidade,Ambiental,Em planejamento,Local,Funcionários e Empresas
1001,1001,Zaratustra Zero Waste,Ambiental,Meio Ambiente,Ambiental,Em planejamento,Local,Funcionários
1002,1002,CleanMass Transit,"Transporte, Energia",Transporte e Logística,"Ambiental, Econômico",Em andamento,Local,Funcionários
1003,1003,Gerência Generosa,Negócios,Desenvolvimento Econômico e Empresarial,"Econômico, Social",Em andamento,Local,Funcionários
1004,1004,LogísticaLímpida,Logística,Transporte e Logística,"Econômico, Ambiental",Em andamento,Local,População
1005,1005,EcoDrive Innovations,Transporte,Transporte e Logística,"Ambiental, Econômico",Em andamento,Nacional,Consumidores
1006,1006,Xénophile Xylophone (Xilofone Xenófilo),Cultural,Arte e Cultura,Cultural,Em planejamento,Local,População
1007,1007,Oportunidades Orgânicas,Agricultura,Agricultura e Alimentação,"Econômico, Ambiental",Em andamento,Local,Empresas
1008,1008,Teia de Conexões,TI,Tecnologia e Informação,"Econômico, Científico",Em andamento,Local,Consumidores
1009,1009,TechBridge: Fostering Digital Literacy in Underserved Communities,"Tecnologia, Educação",Tecnologia e Inovação,Social,Em andamento,Local,Consumidores e Empresas
1010,1010,Inovação para Todos: Capacitação Tecnológica para Idosos,Tecnologia,Tecnologia e Inovação,Social,Em andamento,Local,Empresas
1011,1011,Projeto de Implantação de Sistemas de Energia Solar em Escolas Públicas,"Educação, Energia",Educação,"Ambiental, Econômico",Em planejamento,Nacional,Consumidores
1012,1012,UrbanismoUnakita,Urbanismo,Desenvolvimento Urbano e Infraestrutura,"Social, Ambiental",Em andamento,Local,Empresas
1013,1013,Voie Verte (Caminho Verde),Ambiental,Meio Ambiente,Ambiental,Em andamento,Local,Funcionários e Empresas
1014,1014,EcoRail,Transporte Ferroviário Sustentável,Sustentabilidade,"Ambiental, Econômico",Em planejamento,Local,Funcionários e Empresas
1015,1015,Iniciativa Diversidade na Movida,Social,Serviços Sociais,Social,Em andamento,Local,Funcionários e Empresas
1016,1016,Apoio ao Crescimento,Educação,Educação,Econômico,Em andamento,Local,"Consumidores, Empresas e Governo"
1017,1017,IA em Genômica Funcional,Genética,Ciência e Pesquisa,Científico,Em andamento,Local,"Consumidores, Empresas e Governo"
1018,1018,QuasarQuimera,Astronomia,Ciência e Pesquisa,Científico,Em andamento,Local,Consumidores
1019,1019,CriaçãoInclusiva,Desenvolvimento de Produto Inclusivo,Desenvolvimento Econômico e Empresarial,Social,Em planejamento,Nacional,Empresas
1020,1020,Campanha de Sensibilização para o Uso Sustentável de Recursos Hídricos em Indústrias,Sustentabilidade,Sustentabilidade,"Ambiental, Econômico",Em andamento,Nacional,Consumidores
1021,1021,SmartFleet Management,Gestão de Frotas,Transporte e Logística,Econômico,Em planejamento,Nacional,Funcionários
1022,1022,VoyageX,TI,Tecnologia e Informação,Econômico,Em andamento,Local,Consumidores
1023,1023,Projeto de Reutilização de Água em Indústrias,Sustentabilidade,Sustentabilidade,"Ambiental, Econômico",Em planejamento,Nacional,Funcionários e Empresas
1024,1024,Fonte da Juventude,Saúde,Saúde e Bem-estar,Social,Em andamento,Local,Consumidores e Empresas
1025,1025,Iniciativa de Estudos Climáticos,Climatologia,Meio Ambiente,"Científico, Ambiental",Em planejamento,Nacional,Consumidores
1026,1026,ClimaConsciente,Ambiental,Meio Ambiente,"Ambiental, Social",Em andamento,Local,Funcionários
1027,1027,TechTransit Dynamics,Tecnologia em Transporte,Transporte e Tecnologia,"Econômico, Ambiental",Em andamento,Local,População
1028,1028,B-EPIC Brazil Enterprise Productivity & Inclusion Club,Educação,Educação,Econômico,Em andamento,Local,Consumidores e Empresas
1029,1029,Trilho do Futuro,Desenvolvimento Sustentável,Sustentabilidade,"Ambiental, Econômico",Em andamento,Nacional,Consumidores
1030,1030,Parceria com ONGs para Proteção de Espécies Endêmicas,Sustentabilidade,Sustentabilidade,Ambiental,Em andamento,Nacional,"Consumidores, Empresas e Governo"
1031,1031,DesenvolveCidadania,Educação Cívica,Educação,Social,Em andamento,Local,População
1032,1032,GreenTrans,Transporte,Transporte e Logística,"Ambiental, Econômico",Em andamento,Nacional,"Consumidores, Empresas e Governo"
1033,1033,SocTech: Tecnologia Social,Tecnologia Social,Tecnologia e Inovação,Social,Em andamento,Local,Empresas
1034,1034,BioBravura,Biologia,Ciência e Pesquisa,Científico,Em planejamento,Local,Consumidores e Empresas
1035,1035,Energia Limpa,Energia Renovável,Energia e Recursos,"Ambiental, Econômico",Em andamento,Nacional,Empresas
1036,1036,Projeto Amor Próprio,Desenvolvimento Pessoal,Educação,Social,Em andamento,Local,Consumidores e Empresas
1037,1037,Proj. ASAP: Ação Social para Todos,Desenvolvimento Social,Desenvolvimento Comunitário,Social,Em andamento,Local,Consumidores
1038,1038,Programa de Modelagem Climática Global,Climatologia,Meio Ambiente,"Científico, Ambiental",Em andamento,Local,Funcionários e Empresas
1039,1039,AbraçaArte,Arte e Cultura,Arte e Cultura,Social,Em planejamento,Local,Funcionários e Empresas
1040,1040,DadosDervixe,TI,Tecnologia e Informação,"Econômico, Científico",Em andamento,Local,Funcionários
1041,1041,Por Que Aprender Isto?,Educação,Educação,Social,Em andamento,Local,Consumidores e Empresas
1042,1042,Journey,Educação,Educação,"Social, Cultural",Em andamento,Local,Funcionários
1043,1043,Projeto de Inclusão na Adobe,Social,Serviços Sociais,Social,Em andamento,Nacional,Funcionários
1044,1044,Odisséia Organizacional,Negócios,Desenvolvimento Econômico e Empresarial,"Econômico, Organizacional",Em andamento,Local,População
1045,1045,Projeto de Implantação de Sistemas de Captação de Água de Chuva em Escolas,"Educação, Sustentabilidade",Educação,"Ambiental, Econômico",Em planejamento,Nacional,Funcionários
1046,1046,RAIZ (Reforma Agrária Inovadora e Sustentável),Agricultura,Agricultura e Alimentação,"Ambiental, Social",Em andamento,Local,Funcionários
1047,1047,Projeto de Implantação de Sistemas de Tratamento de Efluentes em Comunidades Ribeirinhas,Sustentabilidade,Sustentabilidade,"Ambiental, Social",Em planejamento,Local,Funcionários e Empresas
1048,1048,FuturoProsperidad,Educação,Educação,Econômico,Em andamento,Local,População
1049,1049,SolarSolutions,Energia,Energia e Recursos,"Ambiental, Econômico",Em planejamento,Local,Funcionários
1050,1050,Desenvolvimento de Tecnologia para Reciclagem de Resíduos de Construção Civil,"Tecnologia, Sustentabilidade",Tecnologia e Inovação,Ambiental,Em andamento,Local,População
1051,1051,Iniciativa de Combate ao Trabalho Infantil em Cadeias de Suprimentos,Social,Serviços Sociais,"Social, Econômico",Em planejamento,Local,Funcionários
1052,1052,Iniciativa de Reaproveitamento de Materiais de Construção em Projetos Habitacionais,Construção Sustentável,Sustentabilidade,"Ambiental, Social",Em andamento,Nacional,Funcionários
1053,1053,Valquíria de Valores,Educação,Educação,"Social, Ético",Em andamento,Nacional,População
1054,1054,TecnologiaTurquesa,TI,Tecnologia e Informação,"Econômico, Científico",Em planejamento,Nacional,Funcionários
1055,1055,Parceria com ONGs para Proteção de Espécies Ameaçadas,Sustentabilidade,Sustentabilidade,Ambiental,Em andamento,Local,Funcionários
1056,1056,Rise,Desenvolvimento Pessoal,Educação,Social,Em andamento,Local,Empresas
1057,1057,RenewablePower,Energia Renovável,Energia e Recursos,"Ambiental, Econômico",Em andamento,Local,Empresas
1058,1058,Quem Cuida das Nossas Cidades?,Urbanismo,Desenvolvimento Urbano e Infraestrutura,"Social, Ambiental",Em andamento,Local,Empresas
1059,1059,Iniciativa de Desenvolvimento na Coca-Cola,Educação,Educação,Econômico,Em planejamento,Nacional,População
1060,1060,Projeto de Inteligência Artificial Biomédica,Inteligência Artificial na Medicina,Tecnologia e Saúde,Científico,Em andamento,Local,Consumidores
1061,1061,Iniciativa Diversidade na MRV,Social,Serviços Sociais,Social,Em andamento,Nacional,Consumidores
1062,1062,Drive,Negócios,Desenvolvimento Econômico e Empresarial,Econômico,Em andamento,Nacional,Consumidores
1063,1063,Harness,Tecnologia,Tecnologia e Inovação,"Econômico, Científico",Em andamento,Local,Funcionários
1064,1064,Projeto de Desenvolvimento de Competências,Educação,Educação,"Social, Econômico",Em andamento,Local,Funcionários
1065,1065,Desenvolvimento 360°,Educação,Educação,Econômico,Em planejamento,Local,"Consumidores, Empresas e Governo"
1066,1066,SmartTrans,Transporte,Transporte e Logística,"Ambiental, Econômico",Em planejamento,Nacional,População
1067,1067,SustainFarm: Agricultura Sustentável,Sustentabilidade,Sustentabilidade,Ambiental,Em planejamento,Local,Funcionários
1068,1068,IA em Descoberta de Novos Fármacos,Biotecnologia,Engenharia,"Científico, Econômico",Em andamento,Nacional,"Consumidores, Empresas e Governo"
1069,1069,EcoRitmo,Sustentabilidade,Sustentabilidade,Ambiental,Em planejamento,Nacional,População
1070,1070,Renewable Futures: Construindo um Futuro Sustentável,Sustentabilidade,Sustentabilidade,"Ambiental, Econômico",Em andamento,Local,População
1071,1071,Unleash,Inovação,Empreendedorismo e Inovação,"Econômico, Científico",Em andamento,Nacional,População
1072,1072,Horizon Hope (Esperança no Horizonte),Social,Serviços Sociais,"Social, Econômico",Em andamento,Nacional,Funcionários
1073,1073,MenteMóvel,Educação,Educação,"Social, Científico",Em planejamento,Local,"Consumidores, Empresas e Governo"
1074,1074,Espiral de Soluções,TI,Tecnologia e Informação,"Econômico, Científico",Em andamento,Local,Consumidores
1075,1075,Horizonte Limpo,Ambiental,Meio Ambiente,Ambiental,Em andamento,Local,Funcionários e Empresas
1076,1076,Nouveau Natura (Nova Natureza),Ambiental,Meio Ambiente,Ambiental,Em planejamento,Nacional,População
1077,1077,GreenGlide,Sustentabilidade,Sustentabilidade,Ambiental,Em andamento,Nacional,População
1078,1078,Programa Impulsiona Start-Ups,"Educação, Negócios",Educação,"Econômico, Social",Em andamento,Local,Funcionários
1079,1079,Prospera,Desenvolvimento Econômico,Desenvolvimento Econômico e Empresarial,"Econômico, Social",Em andamento,Nacional,Empresas
1080,1080,Yacht para o Futuro,Educação,Educação,"Social, Econômico",Em andamento,Nacional,Funcionários
1081,1081,L'Arte di Innovare (A Arte de Inovar),Educação,Educação,"Cultural, Científico",Em planejamento,Local,Funcionários
1082,1082,EcoCar Sharing,Sustentabilidade,Sustentabilidade,Ambiental,Em andamento,Nacional,Consumidores
1083,1083,Univers Urbain (Universo Urbano),Urbanismo,Desenvolvimento Urbano e Infraestrutura,"Social, Econômico",Em andamento,Local,População
1084,1084,Projeto de Redução de Emissões de Gases de Efeito Estufa em Indústrias,Sustentabilidade,Sustentabilidade,"Ambiental, Econômico",Em andamento,Nacional,População
1085,1085,Como Melhorar o Mundo?,Desenvolvimento Social,Desenvolvimento Comunitário,Social,Em andamento,Local,Consumidores e Empresas
1086,1086,TransformaCultura,Cultura,Arte e Cultura,Social,Em planejamento,Local,Funcionários e Empresas
1087,1087,ÚtilUtopia,Economia,Economia e Finanças,"Econômico, Social",Em andamento,Local,Consumidores e Empresas
1088,1088,Iniciativa de Valorização da Cultura Local em Comunidades Indígenas,"Social, Cultural",Serviços Sociais,Social,Em planejamento,Local,Funcionários e Empresas
1089,1089,Onde Está o Equilíbrio?,Saúde Mental,Saúde e Bem-estar,Social,Em andamento,Local,Consumidores
1090,1090,Océan Ouvert (Oceano Aberto),Ambiental,Meio Ambiente,"Ambiental, Econômico",Em andamento,Local,Empresas
1091,1091,ElectricPublic Transit,"Transporte, Energia",Transporte e Logística,"Ambiental, Econômico",Em planejamento,Local,Consumidores
1092,1092,Pandora de Projetos,Geral,Geral e Diversificado,"Econômico, Social",Em andamento,Nacional,Funcionários
1093,1093,Programa de Capacitação em Tecnologia para Jovens em Situação de Vulnerabilidade,"Educação, Tecnologia",Educação,Social,Em planejamento,Local,População
1094,1094,InformaçãoÍndigo,TI,Tecnologia e Informação,Econômico,Em planejamento,Local,Empresas
1095,1095,DataOptimize,Análise de Dados,Tecnologia e Dados,"Econômico, Científico",Em andamento,Nacional,Funcionários
1096,1096,Desenvolvimento de Tecnologia para Monitoramento de Desmatamento,"Tecnologia, Meio Ambiente",Tecnologia e Inovação,Ambiental,Em planejamento,Nacional,Funcionários
1097,1097,TransTech Dynamics,Tecnologia em Transporte,Transporte e Tecnologia,"Econômico, Ambiental",Em andamento,Local,Consumidores
1098,1098,Projeto Inovação e Crescimento,Tecnologia,Tecnologia e Inovação,"Econômico, Científico",Em planejamento,Local,Funcionários e Empresas
1099,1099,Quem Cuida?,Saúde,Saúde e Bem-estar,Social,Em planejamento,Local,População
1100,1100,DriveLogic,TI,Tecnologia e Informação,Econômico,Em andamento,Local,"Consumidores, Empresas e Governo"
1101,1101,GeraGentileza,Desenvolvimento Pessoal,Educação,Social,Em andamento,Local,População
1102,1102,ConexiónTalento,Educação,Educação,Econômico,Em andamento,Nacional,Empresas
1103,1103,Vivre Sain (Viver Saudável),Saúde,Saúde e Bem-estar,"Social, Ambiental",Em andamento,Local,Consumidores e Empresas
1104,1104,Aqua Vita (Água da Vida),Ambiental,Meio Ambiente,"Ambiental, Social",Em andamento,Local,População
1105,1105,Iniciativa de Igualdade na Nike,Social,Serviços Sociais,Social,Em andamento,Local,"Consumidores, Empresas e Governo"
1106,1106,Desenvolvimento de Potencial,Educação,Educação,Econômico,Em andamento,Local,Consumidores
1107,1107,Realeza Renovável,Energia,Energia e Recursos,"Ambiental, Econômico",Em andamento,Local,Funcionários
1108,1108,SONAR (Soluções Organizadas de Navegação e Apoio Rural),Agricultura,Agricultura e Alimentação,"Econômico, Ambiental",Em andamento,Local,Consumidores
1109,1109,ElevaEspírito,Desenvolvimento Pessoal,Educação,Social,Em andamento,Nacional,Empresas
1110,1110,Programa de Transformação na Oracle,Tecnologia,Tecnologia e Inovação,"Científico, Econômico",Em andamento,Nacional,"Consumidores, Empresas e Governo"
1111,1111,Renewable Resources,Sustentabilidade,Sustentabilidade,Ambiental,Em andamento,Nacional,Funcionários
1112,1112,Programa de Saúde Ocupacional,Saúde,Saúde e Bem-estar,Social,Em andamento,Nacional,Consumidores e Empresas
1113,1113,Uplift,Desenvolvimento Comunitário,Desenvolvimento Comunitário,"Social, Econômico",Em andamento,Local,Funcionários
1114,1114,CRISPR para Melhoramento Genético de Culturas,Biotecnologia,Engenharia,"Científico, Econômico",Em andamento,Local,População
1115,1115,Ações de Promoção da Saúde Mental em Instituições Prisionais,Saúde,Saúde e Bem-estar,Social,Em planejamento,Nacional,População
1116,1116,Projeto Vida Nova,Saúde,Saúde e Bem-estar,Social,Em andamento,Nacional,Funcionários
1117,1117,Asas da Educação,Educação,Educação,Social,Em andamento,Local,"Consumidores, Empresas e Governo"
1118,1118,FutureTech,Tecnologia,Tecnologia e Inovação,"Científico, Econômico",Em planejamento,Local,População
1119,1119,Campanha de Sensibilização para a Adoção de Práticas Sustentáveis em Eventos Corporativos,Sustentabilidade,Sustentabilidade,"Ambiental, Social",Em planejamento,Local,Funcionários
1120,1120,FutureWater Transport,"Tecnologia, Transporte",Tecnologia e Inovação,"Ambiental, Econômico",Em planejamento,Local,Funcionários
1121,1121,O Que a Ciência Diz?,Educação Científica,Educação,Científico,Em andamento,Local,Funcionários e Empresas
1122,1122,"Ações de bem estar, saúde e felicidade na Farmax",Saúde,Saúde e Bem-estar,Social,Em planejamento,Local,Funcionários e Empresas
1123,1123,DiversityNow: Diversidade Agora,Diversidade e Inclusão,Direito e Governança,Social,Em planejamento,Nacional,Funcionários
1124,1124,Projeto de Inclusão Digital para Idosos em Centros de Convivência,"Educação, Tecnologia",Educação,Social,Em planejamento,Nacional,Consumidores e Empresas
1125,1125,Quando A Tecnologia Ajuda?,Tecnologia,Tecnologia e Inovação,"Econômico, Social",Em andamento,Local,Funcionários
1126,1126,Iniciativa de Reciclagem de Resíduos de Construção Civil em Bairros Populares,Construção Sustentável,Sustentabilidade,"Ambiental, Social",Em andamento,Local,População
1127,1127,"Cultivando o bem-estar, colhendo felicidade!",Saúde,Saúde e Bem-estar,Social,Em andamento,Local,Consumidores
1128,1128,Projeto de Valorização de Práticas Culturais Tradicionais em Comunidades Indígenas,"Social, Cultural",Serviços Sociais,Social,Em planejamento,Nacional,Empresas
1129,1129,Teseu em Telecomunicações,Tecnologia,Tecnologia e Inovação,"Econômico, Científico",Em planejamento,Local,Consumidores
1130,1130,Harmonia Habitacional,Urbanismo,Desenvolvimento Urbano e Infraestrutura,"Social, Ambiental",Em planejamento,Local,Funcionários
1131,1131,HídricoHarmonia,Ambiental,Meio Ambiente,Ambiental,Em andamento,Local,"Consumidores, Empresas e Governo"
1132,1132,Promueve+Diversidad,Social,Serviços Sociais,Social,Em andamento,Local,População
1133,1133,Nuvem de Inovação,Tecnologia,Tecnologia e Inovação,"Econômico, Científico",Em andamento,Nacional,População
1134,1134,Raio de Esperança,Sustentabilidade,Sustentabilidade,"Social, Ambiental",Em planejamento,Local,Empresas
1135,1135,VelocityTech,Tecnologia,Tecnologia e Inovação,"Científico, Econômico",Em planejamento,Local,Consumidores
1136,1136,EcoTech Solutions,Tecnologia,Tecnologia e Inovação,"Ambiental, Econômico",Em andamento,Local,Consumidores
1137,1137,Programa Transformação Pessoal,Desenvolvimento Pessoal,Educação,Social,Em andamento,Local,População
1138,1138,Rá Revitaliza,Ambiental,Meio Ambiente,"Ambiental, Econômico",Em andamento,Local,Consumidores e Empresas
1139,1139,Além de Fronteiras: Programa de Integração de Refugiados,Social,Serviços Sociais,Social,Em planejamento,Local,População
1140,1140,CRISPR-Cas9 em Edição de Células-Tronco,Biotecnologia,Engenharia,Científico,Em andamento,Nacional,Empresas
1141,1141,Projeto Inovação na Google,Tecnologia,Tecnologia e Inovação,"Científico, Econômico",Em andamento,Local,Consumidores e Empresas
1142,1142,Projeto Renascer: Reintegração de Egressos do Sistema Prisional,Social,Serviços Sociais,Social,Em andamento,Local,Funcionários e Empresas
1143,1143,Montanha da Motivação,Desenvolvimento Pessoal,Educação,Social,Em planejamento,Nacional,Funcionários
1144,1144,SmartTransport Systems,Tecnologia,Tecnologia e Inovação,"Ambiental, Econômico",Em andamento,Local,Empresas
1145,1145,O Que Torna Isso Possível?,Inovação,Empreendedorismo e Inovação,"Econômico, Científico",Em andamento,Local,População
1146,1146,Prometeu Progressivo,Tecnologia,Tecnologia e Inovação,"Econômico, Científico",Em andamento,Local,"Consumidores, Empresas e Governo"
1147,1147,NAVE (Núcleos de Aprendizado e Valorização Ecológica),Educação,Educação,"Ambiental, Social",Em planejamento,Local,Consumidores e Empresas
1148,1148,SkySustain,Tecnologia,Tecnologia e Inovação,Ambiental,Em andamento,Local,Consumidores e Empresas
1149,1149,Ações de DE&I na Açotubo,Social,Serviços Sociais,Social,Em andamento,Nacional,Funcionários
1150,1150,Parceiros pela Paz,Social,Serviços Sociais,Social,Em planejamento,Local,"Consumidores, Empresas e Governo"
1151,1151,Projeto Equidade na EDP,Social,Serviços Sociais,Social,Em planejamento,Local,População
1152,1152,Luz da Liberdade,Direito,Direito e Governança,Social,Em planejamento,Local,Consumidores e Empresas
1153,1153,EcoExpress,Transporte,Transporte e Logística,"Ambiental, Econômico",Em andamento,Local,Funcionários
1154,1154,Projeto de Inteligência Artificial Biomimética,Inteligência Artificial,Tecnologia e Dados,Científico,Em andamento,Local,Consumidores
1155,1155,Torre de Vigilância,Segurança,Direito e Governança,Social,Em planejamento,Local,Funcionários e Empresas
1156,1156,Onde Podemos Crescer?,Desenvolvimento Pessoal,Educação,Social,Em andamento,Local,Funcionários
